Intent	Sentence
MAKE_PIZZA	okay , i would like a <pizza_type> hawaiian </pizza_type> pizza then instead . on a <size> medium </size> <crust> gluten free </crust> crust . you ’ ve still got <topping> pineapple </topping> don ’ t you ? it ’ s a fruit not a vegetable .
ADD_MODALITY	yes , <modality> pick up </modality> sounds good
ADD_PERSONAL	same name and zip code is <numeric> 56789 </numeric>
THANK	okay ! thanks so much !
UNDEFINED	ring ring
UNDEFINED	let me look at the menu again .
ADD_MODALITY	hi ! yes , i ’ d like to place an order for <modality> delivery </modality>
UNDEFINED	oh….oh my gosh ******
CONFIRM	that 'd be great
INFORM	yeah , well ****** i , it.s not a severe milk allergy
ORDER_PREFERRED	****** i ****** another order for my preferred pizza order
ADD_PAYMENT_ATTRIBUTE	expiration <numeric> 10/10 </numeric>
INFORM	you should have said something .
ADD_MODALITY	<modality> pick up </modality> sounds good
CONFIRM	****** ,
THANK	****** !
ORDER_PREFERRED	hello this is <name> john </name> i want to get my usual ****** order for saturdays .
THANK	awesome thanks !
ADD_MODALITY	<modality> take out </modality>
REQUEST	can you deliver it now
DEPART	goodbye
THANK	****** 20 minutes ? okay thank you very much .
INFORM	for me and some friends . yes .
ORDER_PREFERRED	may i get my most recent , please
ADD_TO_ORDER	ooh the marbled cookie brownie sounds tasty , add ****** on
REQUEST_COST_OF	okay and how much does uh money does that come out to
MAKE_PIZZA	hello , can i get a no dairy no meat special ******
ORDER_PREFERRED	****** place an order for my most common pizza order again
ORDER_PREFERRED	****** i reorder ****** favorite order ******
MAKE_PIZZA	hi , can i get a <pizza_type> meat lovers </pizza_type> ?
REQUEST_LISTING	do you guys ****** have , um brownies ? they.re asking for brownies .
UNDEFINED	okay
ORDER_PREFERRED	reorder my previous
